date,demand,sku,supermarket
2021-03-22,58.0,heineken 0.0,jumbo
2021-03-23,57.0,heineken 0.0,jumbo
2021-03-24,61.0,heineken 0.0,jumbo
2021-03-25,61.0,heineken 0.0,jumbo
2021-03-26,58.0,heineken 0.0,jumbo
2021-03-27,58.0,heineken 0.0,jumbo
2021-03-28,56.0,heineken 0.0,jumbo
2021-03-29,59.0,heineken 0.0,jumbo
2021-03-30,60.0,heineken 0.0,jumbo
2021-03-31,59.0,heineken 0.0,jumbo
2021-04-01,60.0,heineken 0.0,jumbo
2021-04-02,60.0,heineken 0.0,jumbo
2021-04-03,,heineken 0.0,jumbo
2021-04-04,59.0,heineken 0.0,jumbo
2021-04-05,61.0,heineken 0.0,jumbo
2021-04-06,62.0,heineken 0.0,jumbo
2021-04-07,60.0,heineken 0.0,jumbo
2021-04-08,60.0,heineken 0.0,jumbo
2021-04-09,61.0,heineken 0.0,jumbo
2021-04-10,60.0,heineken 0.0,jumbo
2021-04-11,61.0,heineken 0.0,jumbo
2021-04-12,59.0,heineken 0.0,jumbo
2021-04-13,,heineken 0.0,jumbo
2021-04-14,61.0,heineken 0.0,jumbo
2021-04-15,63.0,heineken 0.0,jumbo
2021-04-16,59.0,heineken 0.0,jumbo
2021-04-17,61.0,heineken 0.0,jumbo
2021-04-18,59.0,heineken 0.0,jumbo
2021-04-19,59.0,heineken 0.0,jumbo
2021-04-20,,heineken 0.0,jumbo
2021-04-21,61.0,heineken 0.0,jumbo
2021-04-22,60.0,heineken 0.0,jumbo
2021-04-23,,heineken 0.0,jumbo
2021-04-24,60.0,heineken 0.0,jumbo
2021-04-25,,heineken 0.0,jumbo
2021-04-26,59.0,heineken 0.0,jumbo
2021-04-27,,heineken 0.0,jumbo
2021-04-28,60.0,heineken 0.0,jumbo
2021-04-29,61.0,heineken 0.0,jumbo
2021-04-30,58.0,heineken 0.0,jumbo
2021-05-01,,heineken 0.0,jumbo
2021-05-02,58.0,heineken 0.0,jumbo
2021-05-03,56.0,heineken 0.0,jumbo
2021-05-04,63.0,heineken 0.0,jumbo
2021-05-05,62.0,heineken 0.0,jumbo
2021-05-06,62.0,heineken 0.0,jumbo
2021-05-07,61.0,heineken 0.0,jumbo
2021-05-08,61.0,heineken 0.0,jumbo
2021-05-09,59.0,heineken 0.0,jumbo
2021-05-10,61.0,heineken 0.0,jumbo
2021-05-11,62.0,heineken 0.0,jumbo
2021-05-12,60.0,heineken 0.0,jumbo
2021-05-13,61.0,heineken 0.0,jumbo
2021-05-14,61.0,heineken 0.0,jumbo
2021-05-15,58.0,heineken 0.0,jumbo
2021-05-16,60.0,heineken 0.0,jumbo
2021-05-17,60.0,heineken 0.0,jumbo
2021-05-18,62.0,heineken 0.0,jumbo
2021-05-19,62.0,heineken 0.0,jumbo
2021-05-20,60.0,heineken 0.0,jumbo
2021-05-21,61.0,heineken 0.0,jumbo
2021-05-22,59.0,heineken 0.0,jumbo
2021-05-23,56.0,heineken 0.0,jumbo
2021-05-24,60.0,heineken 0.0,jumbo
2021-05-25,59.0,heineken 0.0,jumbo
2021-05-26,63.0,heineken 0.0,jumbo
2021-05-27,62.0,heineken 0.0,jumbo
2021-05-28,,heineken 0.0,jumbo
2021-05-29,,heineken 0.0,jumbo
2021-05-30,59.0,heineken 0.0,jumbo
2021-05-31,61.0,heineken 0.0,jumbo
2021-06-01,59.0,heineken 0.0,jumbo
2021-06-02,63.0,heineken 0.0,jumbo
2021-06-03,,heineken 0.0,jumbo
2021-06-04,58.0,heineken 0.0,jumbo
2021-06-05,60.0,heineken 0.0,jumbo
2021-06-06,61.0,heineken 0.0,jumbo
2021-06-07,59.0,heineken 0.0,jumbo
2021-06-08,63.0,heineken 0.0,jumbo
2021-06-09,63.0,heineken 0.0,jumbo
2021-06-10,61.0,heineken 0.0,jumbo
2021-06-11,60.0,heineken 0.0,jumbo
2021-06-12,60.0,heineken 0.0,jumbo
2021-06-13,59.0,heineken 0.0,jumbo
2021-06-14,61.0,heineken 0.0,jumbo
2021-06-15,62.0,heineken 0.0,jumbo
2021-06-16,63.0,heineken 0.0,jumbo
2021-06-17,63.0,heineken 0.0,jumbo
2021-06-18,61.0,heineken 0.0,jumbo
2021-06-19,60.0,heineken 0.0,jumbo
2021-06-20,,heineken 0.0,jumbo
2021-06-21,63.0,heineken 0.0,jumbo
2021-06-22,,heineken 0.0,jumbo
2021-06-23,,heineken 0.0,jumbo
2021-06-24,61.0,heineken 0.0,jumbo
2021-06-25,59.0,heineken 0.0,jumbo
2021-06-26,60.0,heineken 0.0,jumbo
2021-06-27,59.0,heineken 0.0,jumbo
2021-06-28,60.0,heineken 0.0,jumbo
2021-06-29,62.0,heineken 0.0,jumbo
2021-06-30,61.0,heineken 0.0,jumbo
2021-07-01,10.6,heineken 0.0,jumbo
2021-07-02,62.0,heineken 0.0,jumbo
2021-07-03,62.0,heineken 0.0,jumbo
2021-07-04,60.0,heineken 0.0,jumbo
2021-07-05,61.0,heineken 0.0,jumbo
2021-07-06,,heineken 0.0,jumbo
2021-07-07,62.0,heineken 0.0,jumbo
2021-07-08,62.0,heineken 0.0,jumbo
2021-07-09,61.0,heineken 0.0,jumbo
2021-07-10,61.0,heineken 0.0,jumbo
2021-07-11,61.0,heineken 0.0,jumbo
2021-07-12,59.0,heineken 0.0,jumbo
2021-07-13,61.0,heineken 0.0,jumbo
2021-07-14,62.0,heineken 0.0,jumbo
2021-07-15,64.0,heineken 0.0,jumbo
2021-07-16,,heineken 0.0,jumbo
2021-07-17,,heineken 0.0,jumbo
2021-07-18,,heineken 0.0,jumbo
2021-07-19,60.0,heineken 0.0,jumbo
2021-07-20,,heineken 0.0,jumbo
2021-07-21,61.0,heineken 0.0,jumbo
2021-07-22,60.0,heineken 0.0,jumbo
2021-07-23,60.0,heineken 0.0,jumbo
2021-07-24,,heineken 0.0,jumbo
2021-07-25,59.0,heineken 0.0,jumbo
2021-07-26,60.0,heineken 0.0,jumbo
2021-07-27,62.0,heineken 0.0,jumbo
2021-07-28,61.0,heineken 0.0,jumbo
2021-07-29,61.0,heineken 0.0,jumbo
2021-07-30,62.0,heineken 0.0,jumbo
2021-07-31,61.0,heineken 0.0,jumbo
2021-08-01,61.0,heineken 0.0,jumbo
2021-08-02,60.0,heineken 0.0,jumbo
2021-08-03,59.0,heineken 0.0,jumbo
2021-08-04,62.0,heineken 0.0,jumbo
2021-08-05,62.0,heineken 0.0,jumbo
2021-08-06,62.0,heineken 0.0,jumbo
2021-08-07,61.0,heineken 0.0,jumbo
2021-08-08,59.0,heineken 0.0,jumbo
2021-08-09,62.0,heineken 0.0,jumbo
2021-08-10,59.0,heineken 0.0,jumbo
2021-08-11,59.0,heineken 0.0,jumbo
2021-08-12,61.0,heineken 0.0,jumbo
2021-08-13,61.0,heineken 0.0,jumbo
2021-08-14,61.0,heineken 0.0,jumbo
2021-08-15,59.0,heineken 0.0,jumbo
2021-08-16,60.0,heineken 0.0,jumbo
2021-08-17,61.0,heineken 0.0,jumbo
2021-08-18,,heineken 0.0,jumbo
2021-08-19,60.0,heineken 0.0,jumbo
2021-08-20,,heineken 0.0,jumbo
2021-08-21,59.0,heineken 0.0,jumbo
2021-08-22,62.0,heineken 0.0,jumbo
2021-08-23,59.0,heineken 0.0,jumbo
2021-08-24,60.0,heineken 0.0,jumbo
2021-08-25,63.0,heineken 0.0,jumbo
2021-08-26,62.0,heineken 0.0,jumbo
2021-08-27,61.0,heineken 0.0,jumbo
2021-08-28,62.0,heineken 0.0,jumbo
2021-08-29,59.0,heineken 0.0,jumbo
2021-08-30,59.0,heineken 0.0,jumbo
2021-08-31,62.0,heineken 0.0,jumbo
2021-09-01,61.0,heineken 0.0,jumbo
2021-09-02,62.0,heineken 0.0,jumbo
2021-09-03,60.0,heineken 0.0,jumbo
2021-09-04,61.0,heineken 0.0,jumbo
2021-09-05,60.0,heineken 0.0,jumbo
2021-09-06,61.0,heineken 0.0,jumbo
2021-09-07,64.0,heineken 0.0,jumbo
2021-09-08,59.0,heineken 0.0,jumbo
2021-09-09,61.0,heineken 0.0,jumbo
2021-09-10,61.0,heineken 0.0,jumbo
2021-09-11,61.0,heineken 0.0,jumbo
2021-09-12,58.0,heineken 0.0,jumbo
2021-09-13,60.0,heineken 0.0,jumbo
2021-09-14,60.0,heineken 0.0,jumbo
2021-09-15,62.0,heineken 0.0,jumbo
2021-09-16,61.0,heineken 0.0,jumbo
2021-09-17,65.0,heineken 0.0,jumbo
2021-09-18,61.0,heineken 0.0,jumbo
2021-09-19,61.0,heineken 0.0,jumbo
2021-09-20,57.0,heineken 0.0,jumbo
2021-09-21,60.0,heineken 0.0,jumbo
2021-09-22,61.0,heineken 0.0,jumbo
2021-09-23,64.0,heineken 0.0,jumbo
2021-09-24,60.0,heineken 0.0,jumbo
2021-09-25,61.0,heineken 0.0,jumbo
2021-09-26,,heineken 0.0,jumbo
2021-09-27,60.0,heineken 0.0,jumbo
2021-09-28,58.0,heineken 0.0,jumbo
2021-09-29,59.0,heineken 0.0,jumbo
2021-09-30,61.0,heineken 0.0,jumbo
2021-10-01,62.0,heineken 0.0,jumbo
2021-10-02,61.0,heineken 0.0,jumbo
2021-10-03,59.0,heineken 0.0,jumbo
2021-10-04,58.0,heineken 0.0,jumbo
2021-10-05,62.0,heineken 0.0,jumbo
2021-10-06,61.0,heineken 0.0,jumbo
2021-10-07,60.0,heineken 0.0,jumbo
2021-10-08,61.0,heineken 0.0,jumbo
2021-10-09,60.0,heineken 0.0,jumbo
2021-10-10,,heineken 0.0,jumbo
2021-10-11,60.0,heineken 0.0,jumbo
2021-10-12,60.0,heineken 0.0,jumbo
2021-10-13,61.0,heineken 0.0,jumbo
2021-10-14,,heineken 0.0,jumbo
2021-10-15,63.0,heineken 0.0,jumbo
2021-10-16,59.0,heineken 0.0,jumbo
2021-10-17,10.6,heineken 0.0,jumbo
2021-10-18,58.0,heineken 0.0,jumbo
2021-10-19,59.0,heineken 0.0,jumbo
2021-10-20,58.0,heineken 0.0,jumbo
2021-10-21,62.0,heineken 0.0,jumbo
2021-10-22,64.0,heineken 0.0,jumbo
2021-10-23,63.0,heineken 0.0,jumbo
2021-10-24,60.0,heineken 0.0,jumbo
2021-10-25,62.0,heineken 0.0,jumbo
2021-10-26,59.0,heineken 0.0,jumbo
2021-10-27,60.0,heineken 0.0,jumbo
2021-10-28,63.0,heineken 0.0,jumbo
2021-10-29,60.0,heineken 0.0,jumbo
2021-10-30,,heineken 0.0,jumbo
2021-10-31,61.0,heineken 0.0,jumbo
2021-11-01,58.0,heineken 0.0,jumbo
2021-11-02,60.0,heineken 0.0,jumbo
2021-11-03,61.0,heineken 0.0,jumbo
2021-11-04,63.0,heineken 0.0,jumbo
2021-11-05,60.0,heineken 0.0,jumbo
2021-11-06,,heineken 0.0,jumbo
2021-11-07,57.0,heineken 0.0,jumbo
2021-11-08,62.0,heineken 0.0,jumbo
2021-11-09,62.0,heineken 0.0,jumbo
2021-11-10,61.0,heineken 0.0,jumbo
2021-11-11,59.0,heineken 0.0,jumbo
2021-11-12,61.0,heineken 0.0,jumbo
2021-11-13,64.0,heineken 0.0,jumbo
2021-11-14,60.0,heineken 0.0,jumbo
2021-11-15,61.0,heineken 0.0,jumbo
2021-11-16,57.0,heineken 0.0,jumbo
2021-11-17,61.0,heineken 0.0,jumbo
2021-11-18,61.0,heineken 0.0,jumbo
2021-11-19,62.0,heineken 0.0,jumbo
2021-11-20,,heineken 0.0,jumbo
2021-11-21,61.0,heineken 0.0,jumbo
2021-11-22,61.0,heineken 0.0,jumbo
2021-11-23,61.0,heineken 0.0,jumbo
2021-11-24,61.0,heineken 0.0,jumbo
2021-11-25,62.0,heineken 0.0,jumbo
2021-11-26,59.0,heineken 0.0,jumbo
2021-11-27,58.0,heineken 0.0,jumbo
2021-11-28,57.0,heineken 0.0,jumbo
2021-11-29,60.0,heineken 0.0,jumbo
2021-11-30,60.0,heineken 0.0,jumbo
2021-12-01,61.0,heineken 0.0,jumbo
2021-12-02,61.0,heineken 0.0,jumbo
2021-12-03,,heineken 0.0,jumbo
2021-12-04,63.0,heineken 0.0,jumbo
2021-12-05,59.0,heineken 0.0,jumbo
2021-12-06,,heineken 0.0,jumbo
2021-12-07,59.0,heineken 0.0,jumbo
2021-12-08,60.0,heineken 0.0,jumbo
2021-12-09,62.0,heineken 0.0,jumbo
2021-12-10,60.0,heineken 0.0,jumbo
2021-12-11,59.0,heineken 0.0,jumbo
2021-12-12,59.0,heineken 0.0,jumbo
2021-12-13,57.0,heineken 0.0,jumbo
2021-12-14,59.0,heineken 0.0,jumbo
2021-12-15,61.0,heineken 0.0,jumbo
2021-12-16,61.0,heineken 0.0,jumbo
2021-12-17,,heineken 0.0,jumbo
2021-12-18,61.0,heineken 0.0,jumbo
2021-12-19,58.0,heineken 0.0,jumbo
2021-12-20,,heineken 0.0,jumbo
2021-12-21,61.0,heineken 0.0,jumbo
2021-12-22,60.0,heineken 0.0,jumbo
2021-12-23,62.0,heineken 0.0,jumbo
2021-12-24,62.0,heineken 0.0,jumbo
2021-12-25,58.0,heineken 0.0,jumbo
2021-12-26,,heineken 0.0,jumbo
2021-12-27,60.0,heineken 0.0,jumbo
2021-12-28,61.0,heineken 0.0,jumbo
2021-12-29,59.0,heineken 0.0,jumbo
2021-12-30,,heineken 0.0,jumbo
2019-01-01,88.0,heineken 0.0,dirk
2019-01-02,,heineken 0.0,dirk
2019-01-03,91.0,heineken 0.0,dirk
2019-01-04,88.0,heineken 0.0,dirk
2019-01-05,87.0,heineken 0.0,dirk
2019-01-06,,heineken 0.0,dirk
2019-01-07,86.0,heineken 0.0,dirk
2019-01-08,87.0,heineken 0.0,dirk
2019-01-09,89.0,heineken 0.0,dirk
2019-01-10,88.0,heineken 0.0,dirk
2019-01-11,87.0,heineken 0.0,dirk
2019-01-12,87.0,heineken 0.0,dirk
2019-01-13,86.0,heineken 0.0,dirk
2019-01-14,,heineken 0.0,dirk
2019-01-15,86.0,heineken 0.0,dirk
2019-01-16,88.0,heineken 0.0,dirk
2019-01-17,90.0,heineken 0.0,dirk
2019-01-18,90.0,heineken 0.0,dirk
2019-01-19,86.0,heineken 0.0,dirk
2019-01-20,87.0,heineken 0.0,dirk
2019-01-21,86.0,heineken 0.0,dirk
2019-01-22,87.0,heineken 0.0,dirk
2019-01-23,88.0,heineken 0.0,dirk
2019-01-24,88.0,heineken 0.0,dirk
2019-01-25,89.0,heineken 0.0,dirk
2019-01-26,,heineken 0.0,dirk
2019-01-27,87.0,heineken 0.0,dirk
2019-01-28,,heineken 0.0,dirk
2019-01-29,88.0,heineken 0.0,dirk
2019-01-30,88.0,heineken 0.0,dirk
2019-01-31,90.0,heineken 0.0,dirk
2019-02-01,88.0,heineken 0.0,dirk
2019-02-02,87.0,heineken 0.0,dirk
2019-02-03,87.0,heineken 0.0,dirk
2019-02-04,87.0,heineken 0.0,dirk
2019-02-05,88.0,heineken 0.0,dirk
2019-02-06,89.0,heineken 0.0,dirk
2019-02-07,,heineken 0.0,dirk
2019-02-08,88.0,heineken 0.0,dirk
2019-02-09,89.0,heineken 0.0,dirk
2019-02-10,87.0,heineken 0.0,dirk
2019-02-11,87.0,heineken 0.0,dirk
2019-02-12,88.0,heineken 0.0,dirk
2019-02-13,89.0,heineken 0.0,dirk
2019-02-14,89.0,heineken 0.0,dirk
2019-02-15,90.0,heineken 0.0,dirk
2019-02-16,89.0,heineken 0.0,dirk
2019-02-17,88.0,heineken 0.0,dirk
2019-02-18,87.0,heineken 0.0,dirk
2019-02-19,88.0,heineken 0.0,dirk
2019-02-20,90.0,heineken 0.0,dirk
2019-02-21,89.0,heineken 0.0,dirk
2019-02-22,87.0,heineken 0.0,dirk
2019-02-23,87.0,heineken 0.0,dirk
2019-02-24,87.0,heineken 0.0,dirk
2019-02-25,89.0,heineken 0.0,dirk
2019-02-26,88.0,heineken 0.0,dirk
2019-02-27,91.0,heineken 0.0,dirk
2019-02-28,90.0,heineken 0.0,dirk
2019-03-01,89.0,heineken 0.0,dirk
2019-03-02,88.0,heineken 0.0,dirk
2019-03-03,88.0,heineken 0.0,dirk
2019-03-04,87.0,heineken 0.0,dirk
2019-03-05,88.0,heineken 0.0,dirk
2019-03-06,,heineken 0.0,dirk
2019-03-07,89.0,heineken 0.0,dirk
2019-03-08,90.0,heineken 0.0,dirk
2019-03-09,88.0,heineken 0.0,dirk
2019-03-10,85.0,heineken 0.0,dirk
2019-03-11,89.0,heineken 0.0,dirk
2019-03-12,87.0,heineken 0.0,dirk
2019-03-13,91.0,heineken 0.0,dirk
2019-03-14,91.0,heineken 0.0,dirk
2019-03-15,89.0,heineken 0.0,dirk
2019-03-16,87.0,heineken 0.0,dirk
2019-03-17,,heineken 0.0,dirk
2019-03-18,89.0,heineken 0.0,dirk
2019-03-19,89.0,heineken 0.0,dirk
2019-03-20,89.0,heineken 0.0,dirk
2019-03-21,,heineken 0.0,dirk
2019-03-22,91.0,heineken 0.0,dirk
2019-03-23,89.0,heineken 0.0,dirk
2019-03-24,89.0,heineken 0.0,dirk
2019-03-25,,heineken 0.0,dirk
2019-03-26,90.0,heineken 0.0,dirk
2019-03-27,,heineken 0.0,dirk
2019-03-28,96.0,heineken 0.0,dirk
2019-03-29,,heineken 0.0,dirk
2019-03-30,95.0,heineken 0.0,dirk
2019-03-31,94.0,heineken 0.0,dirk
2019-04-01,96.0,heineken 0.0,dirk
2019-04-02,96.0,heineken 0.0,dirk
2019-04-03,97.0,heineken 0.0,dirk
2019-04-04,96.0,heineken 0.0,dirk
2019-04-05,96.0,heineken 0.0,dirk
2019-04-06,97.0,heineken 0.0,dirk
2019-04-07,95.0,heineken 0.0,dirk
2019-04-08,95.0,heineken 0.0,dirk
2019-04-09,97.0,heineken 0.0,dirk
2019-04-10,98.0,heineken 0.0,dirk
2019-04-11,91.0,heineken 0.0,dirk
2019-04-12,90.0,heineken 0.0,dirk
2019-04-13,87.0,heineken 0.0,dirk
2019-04-14,89.0,heineken 0.0,dirk
2019-04-15,89.0,heineken 0.0,dirk
2019-04-16,90.0,heineken 0.0,dirk
2019-04-17,89.0,heineken 0.0,dirk
2019-04-18,,heineken 0.0,dirk
2019-04-19,89.0,heineken 0.0,dirk
2019-04-20,90.0,heineken 0.0,dirk
2019-04-21,89.0,heineken 0.0,dirk
2019-04-22,88.0,heineken 0.0,dirk
2019-04-23,90.0,heineken 0.0,dirk
2019-04-24,90.0,heineken 0.0,dirk
2019-04-25,88.0,heineken 0.0,dirk
2019-04-26,89.0,heineken 0.0,dirk
2019-04-27,90.0,heineken 0.0,dirk
2019-04-28,91.0,heineken 0.0,dirk
2019-04-29,87.0,heineken 0.0,dirk
2019-04-30,90.0,heineken 0.0,dirk
2019-05-01,92.0,heineken 0.0,dirk
2019-05-02,91.0,heineken 0.0,dirk
2019-05-03,90.0,heineken 0.0,dirk
2019-05-04,,heineken 0.0,dirk
2019-05-05,87.0,heineken 0.0,dirk
2019-05-06,88.0,heineken 0.0,dirk
2019-05-07,90.0,heineken 0.0,dirk
2019-05-08,88.0,heineken 0.0,dirk
2019-05-09,89.0,heineken 0.0,dirk
2019-05-10,91.0,heineken 0.0,dirk
2019-05-11,89.0,heineken 0.0,dirk
2019-05-12,88.0,heineken 0.0,dirk
2019-05-13,89.0,heineken 0.0,dirk
2019-05-14,,heineken 0.0,dirk
2019-05-15,92.0,heineken 0.0,dirk
2019-05-16,93.0,heineken 0.0,dirk
2019-05-17,93.0,heineken 0.0,dirk
2019-05-18,90.0,heineken 0.0,dirk
2019-05-19,90.0,heineken 0.0,dirk
2019-05-20,91.0,heineken 0.0,dirk
2019-05-21,92.0,heineken 0.0,dirk
2019-05-22,92.0,heineken 0.0,dirk
2019-05-23,92.0,heineken 0.0,dirk
2019-05-24,90.0,heineken 0.0,dirk
2019-05-25,88.0,heineken 0.0,dirk
2019-05-26,90.0,heineken 0.0,dirk
2019-05-27,89.0,heineken 0.0,dirk
2019-05-28,90.0,heineken 0.0,dirk
2019-05-29,90.0,heineken 0.0,dirk
2019-05-30,,heineken 0.0,dirk
2019-05-31,92.0,heineken 0.0,dirk
2019-06-01,90.0,heineken 0.0,dirk
2019-06-02,88.0,heineken 0.0,dirk
2019-06-03,90.0,heineken 0.0,dirk
2019-06-04,91.0,heineken 0.0,dirk
2019-06-05,92.0,heineken 0.0,dirk
2019-06-06,94.0,heineken 0.0,dirk
2019-06-07,91.0,heineken 0.0,dirk
2019-06-08,89.0,heineken 0.0,dirk
2019-06-09,89.0,heineken 0.0,dirk
2019-06-10,89.0,heineken 0.0,dirk
2019-06-11,91.0,heineken 0.0,dirk
2019-06-12,91.0,heineken 0.0,dirk
2019-06-13,92.0,heineken 0.0,dirk
2019-06-14,,heineken 0.0,dirk
2019-06-15,90.0,heineken 0.0,dirk
2019-06-16,89.0,heineken 0.0,dirk
2019-06-17,,heineken 0.0,dirk
2019-06-18,90.0,heineken 0.0,dirk
2019-06-19,,heineken 0.0,dirk
2019-06-20,92.0,heineken 0.0,dirk
2019-06-21,90.0,heineken 0.0,dirk
2019-06-22,92.0,heineken 0.0,dirk
2019-06-23,90.0,heineken 0.0,dirk
2019-06-24,90.0,heineken 0.0,dirk
2019-06-25,91.0,heineken 0.0,dirk
2019-06-26,91.0,heineken 0.0,dirk
2019-06-27,89.0,heineken 0.0,dirk
2019-06-28,92.0,heineken 0.0,dirk
2019-06-29,89.0,heineken 0.0,dirk
2019-06-30,91.0,heineken 0.0,dirk
2019-07-01,89.0,heineken 0.0,dirk
2019-07-02,,heineken 0.0,dirk
2019-07-03,91.0,heineken 0.0,dirk
2019-07-04,91.0,heineken 0.0,dirk
2019-07-05,91.0,heineken 0.0,dirk
2019-07-06,,heineken 0.0,dirk
2019-07-07,89.0,heineken 0.0,dirk
2019-07-08,89.0,heineken 0.0,dirk
2019-07-09,90.0,heineken 0.0,dirk
2019-07-10,92.0,heineken 0.0,dirk
2019-07-11,93.0,heineken 0.0,dirk
2019-07-12,92.0,heineken 0.0,dirk
2019-07-13,91.0,heineken 0.0,dirk
2019-07-14,89.0,heineken 0.0,dirk
2019-07-15,91.0,heineken 0.0,dirk
2019-07-16,91.0,heineken 0.0,dirk
2019-07-17,91.0,heineken 0.0,dirk
2019-07-18,93.0,heineken 0.0,dirk
2019-07-19,,heineken 0.0,dirk
2019-07-20,91.0,heineken 0.0,dirk
2019-07-21,89.0,heineken 0.0,dirk
2019-07-22,,heineken 0.0,dirk
2019-07-23,89.0,heineken 0.0,dirk
2019-07-24,92.0,heineken 0.0,dirk
2019-07-25,92.0,heineken 0.0,dirk
2019-07-26,92.0,heineken 0.0,dirk
2019-07-27,91.0,heineken 0.0,dirk
2019-07-28,89.0,heineken 0.0,dirk
2019-07-29,92.0,heineken 0.0,dirk
2019-07-30,90.0,heineken 0.0,dirk
2019-07-31,90.0,heineken 0.0,dirk
2019-08-01,,heineken 0.0,dirk
2019-08-02,92.0,heineken 0.0,dirk
2019-08-03,,heineken 0.0,dirk
2019-08-04,89.0,heineken 0.0,dirk
2019-08-05,89.0,heineken 0.0,dirk
2019-08-06,92.0,heineken 0.0,dirk
2019-08-07,,heineken 0.0,dirk
2019-08-08,91.0,heineken 0.0,dirk
2019-08-09,91.0,heineken 0.0,dirk
2019-08-10,89.0,heineken 0.0,dirk
2019-08-11,89.0,heineken 0.0,dirk
2019-08-12,91.0,heineken 0.0,dirk
2019-08-13,90.0,heineken 0.0,dirk
2019-08-14,,heineken 0.0,dirk
2019-08-15,91.0,heineken 0.0,dirk
2019-08-16,,heineken 0.0,dirk
2019-08-17,91.0,heineken 0.0,dirk
2019-08-18,90.0,heineken 0.0,dirk
2019-08-19,90.0,heineken 0.0,dirk
2019-08-20,,heineken 0.0,dirk
2019-08-21,91.0,heineken 0.0,dirk
2019-08-22,92.0,heineken 0.0,dirk
2019-08-23,91.0,heineken 0.0,dirk
2019-08-24,90.0,heineken 0.0,dirk
2019-08-25,88.0,heineken 0.0,dirk
2019-08-26,91.0,heineken 0.0,dirk
2019-08-27,89.0,heineken 0.0,dirk
2019-08-28,90.0,heineken 0.0,dirk
2019-08-29,91.0,heineken 0.0,dirk
2019-08-30,91.0,heineken 0.0,dirk
2019-08-31,90.0,heineken 0.0,dirk
2019-09-01,89.0,heineken 0.0,dirk
2019-09-02,,heineken 0.0,dirk
2019-09-03,90.0,heineken 0.0,dirk
2019-09-04,90.0,heineken 0.0,dirk
2019-09-05,91.0,heineken 0.0,dirk
2019-09-06,90.0,heineken 0.0,dirk
2019-09-07,90.0,heineken 0.0,dirk
2019-09-08,89.0,heineken 0.0,dirk
2019-09-09,91.0,heineken 0.0,dirk
2019-09-10,91.0,heineken 0.0,dirk
2019-09-11,92.0,heineken 0.0,dirk
2019-09-12,93.0,heineken 0.0,dirk
2019-09-13,92.0,heineken 0.0,dirk
2019-09-14,90.0,heineken 0.0,dirk
2019-09-15,91.0,heineken 0.0,dirk
2019-09-16,89.0,heineken 0.0,dirk
2019-09-17,90.0,heineken 0.0,dirk
2019-09-18,92.0,heineken 0.0,dirk
2019-09-19,91.0,heineken 0.0,dirk
2019-09-20,,heineken 0.0,dirk
2019-09-21,89.0,heineken 0.0,dirk
2019-09-22,89.0,heineken 0.0,dirk
2019-09-23,,heineken 0.0,dirk
2019-09-24,91.0,heineken 0.0,dirk
2019-09-25,92.0,heineken 0.0,dirk
2019-09-26,,heineken 0.0,dirk
2019-09-27,91.0,heineken 0.0,dirk
2019-09-28,,heineken 0.0,dirk
2019-09-29,90.0,heineken 0.0,dirk
2019-09-30,88.0,heineken 0.0,dirk
2019-10-01,90.0,heineken 0.0,dirk
2019-10-02,92.0,heineken 0.0,dirk
2019-10-03,90.0,heineken 0.0,dirk
2019-10-04,91.0,heineken 0.0,dirk
2019-10-05,89.0,heineken 0.0,dirk
2019-10-06,90.0,heineken 0.0,dirk
2019-10-07,89.0,heineken 0.0,dirk
2019-10-08,,heineken 0.0,dirk
2019-10-09,89.0,heineken 0.0,dirk
2019-10-10,91.0,heineken 0.0,dirk
2019-10-11,92.0,heineken 0.0,dirk
2019-10-12,88.0,heineken 0.0,dirk
2019-10-13,90.0,heineken 0.0,dirk
2019-10-14,89.0,heineken 0.0,dirk
2019-10-15,90.0,heineken 0.0,dirk
2019-10-16,88.0,heineken 0.0,dirk
2019-10-17,92.0,heineken 0.0,dirk
2019-10-18,90.0,heineken 0.0,dirk
2019-10-19,89.0,heineken 0.0,dirk
2019-10-20,88.0,heineken 0.0,dirk
2019-10-21,88.0,heineken 0.0,dirk
2019-10-22,91.0,heineken 0.0,dirk
2019-10-23,90.0,heineken 0.0,dirk
2019-10-24,92.0,heineken 0.0,dirk
2019-10-25,90.0,heineken 0.0,dirk
2019-10-26,90.0,heineken 0.0,dirk
2019-10-27,89.0,heineken 0.0,dirk
2019-10-28,90.0,heineken 0.0,dirk
2019-10-29,93.0,heineken 0.0,dirk
2019-10-30,91.0,heineken 0.0,dirk
2019-10-31,91.0,heineken 0.0,dirk
2019-11-01,90.0,heineken 0.0,dirk
2019-11-02,91.0,heineken 0.0,dirk
2019-11-03,90.0,heineken 0.0,dirk
2019-11-04,87.0,heineken 0.0,dirk
2019-11-05,89.0,heineken 0.0,dirk
2019-11-06,93.0,heineken 0.0,dirk
2019-11-07,91.0,heineken 0.0,dirk
2019-11-08,90.0,heineken 0.0,dirk
2019-11-09,90.0,heineken 0.0,dirk
2019-11-10,90.0,heineken 0.0,dirk
2019-11-11,90.0,heineken 0.0,dirk
2019-11-12,90.0,heineken 0.0,dirk
2019-11-13,93.0,heineken 0.0,dirk
2019-11-14,91.0,heineken 0.0,dirk
2019-11-15,,heineken 0.0,dirk
2019-11-16,17.8,heineken 0.0,dirk
